pubid,gsid,univ
10162108020115966173,ke2MEF0AAAAJ,University of Southern California
10162114685732178697,pJ28HA0AAAAJ,Cornell University
10162148869898674267,dq2wG-AAAAAJ,Univ. of Illinois at Urbana-Champaign
10162148869898674267,kKyEuTcAAAAJ,University of Maryland - College Park
10162161438421985338,b32YyLIAAAAJ,Texas A&M University
10162161438421985338,qFiMLsIAAAAJ,Ohio State University
10162161438421985338,vhpbMX8AAAAJ,University of Texas at Arlington
10162161438421985338,ygiY7C8AAAAJ,Carnegie Mellon University
10162161438421985338,-Y_xfI8AAAAJ,Florida International University
10162161438421985338,ZG4V_jYAAAAJ,Stony Brook University
10162161438421985338,Zx2TxxsAAAAJ,Northeastern University
10162732875197861253,9Zq_duwAAAAJ,University of Utah
10163021762475697470,e8e5qGcAAAAJ,University of Pennsylvania
1016308617005445528,TciP6mcAAAAJ,University of Massachusetts Amherst
1016394306914234703,JNXWWkIAAAAJ,University of Texas at Austin
10164279198952734697,P5pnLAcAAAAJ,Indiana University
10165189316556470851,Y3wdd8oAAAAJ,University of Wisconsin - Madison
10165964104432706933,fH_ea0kAAAAJ,Indiana University
10166330508325006714,UmwJklEAAAAJ,Rensselaer Polytechnic Institute
10166671505059797712,-R9W7IkAAAAJ,Indiana University
10167554490828946847,mN6_BKAAAAAJ,University of California - San Diego
10168459598809863079,WZVDjawAAAAJ,Illinois Institute of Technology
1016850062646008403,mRI6AogAAAAJ,University of Maryland - College Park
10168920745581457625,siQDY4gAAAAJ,Northeastern University
10168920745581457625,Y9ek5GIAAAAJ,Drexel University
10168953041027435437,NzXVg-MAAAAJ,University of Colorado Boulder
10169676394999772596,uXUA1pgAAAAJ,NJIT
10169907803002159284,Jk3gxBEAAAAJ,Rensselaer Polytechnic Institute
10169907803002159284,wToVkEUAAAAJ,Virginia Tech
10169952037791644704,CsGlDGEAAAAJ,University of North Carolina
10170329805819933974,4UyniXYAAAAJ,University of Texas at Dallas
10170593816986578805,DRvJPxcAAAAJ,Boston University
10170593816986578805,fM-s2vQAAAAJ,Boston University
10171419126642569459,l3KIq-MAAAAJ,Columbia University
10171644371705680899,ywTbDsQAAAAJ,University of California - San Diego
10172954964507043,E4kvshMAAAAJ,University of Nebraska
10174445361836808787,lNQmMTMAAAAJ,Kent State University
10177185422980381353,vcw0TJIAAAAJ,Stony Brook University
10177208397836117979,rnDD_oEAAAAJ,Oregon State University
10177712980075994137,2T3H4ekAAAAJ,University of South Carolina
1017832506447605714,PzflF_cAAAAJ,University of Louisiana - Lafayette
10179058886418043287,NfvUWXgAAAAJ,Univ. of Illinois at Urbana-Champaign
10181044058096465144,OP27m34AAAAJ,University of California - San Diego
10182176679074919752,9f4Pek0AAAAJ,Iowa State University
10182390892786926,sgShf0sAAAAJ,University of South Carolina
10183525257179729691,NAntFXIAAAAJ,University of Southern California
10183720431773606341,_kl2qQQAAAAJ,Dartmouth College
10184667441833088537,aKkIMogAAAAJ,George Mason University
10184871639293877621,tqxTaiAAAAAJ,University of Utah
10184923010881985007,k4gbv2AAAAAJ,Portland State University
10185354564676438295,yO59sggAAAAJ,Ohio State University
10185450100911759468,NRrQjcIAAAAJ,UNC - Charlotte
10185652282609789779,WURkybsAAAAJ,University of Texas at San Antonio
10185692494146104090,OMVTRscAAAAJ,Columbia University
10186045529643909299,rDfyQnIAAAAJ,Stanford University
10186266060464277965,FWPlkI0AAAAJ,University of Texas at San Antonio
10186661286509142421,seB8s3wAAAAJ,University of Texas at San Antonio
10187244454208251417,8R35rCwAAAAJ,University of California - Berkeley
10187282082967567353,ZocLOAMAAAAJ,Cornell University
10190709691748114812,yPOT9K0AAAAJ,Johns Hopkins University
10190992105574937368,Q-UHlQ0AAAAJ,University of Nebraska
10191168236841036823,yeWsFW4AAAAJ,University of Nebraska
10191454263908991083,6sQtqo8AAAAJ,Temple University
10191938142333829978,c56AFDoAAAAJ,Rice University
10192281412046397064,VT7D6oYAAAAJ,Texas A&M University
10192831237502009912,V1js0MUAAAAJ,University of Notre Dame
10192866368423208611,LhOAiXMAAAAJ,University of Pennsylvania
1019300742126012387,f_kGJwkAAAAJ,Indiana University
10193999566191256083,tqEWl8gAAAAJ,Georgia Institute of Technology
10194299428367499234,8cxDHS4AAAAJ,Massachusetts Institute of Technology
10194329223959527432,okx33sUAAAAJ,University of California - San Diego
10194434214537882567,hd6nAfsAAAAJ,University of New Mexico
10194657840554372499,H3wb878AAAAJ,University of California - San Diego
10194657840554372499,qTVj7nwAAAAJ,University of California - San Diego
10195225925386567515,61b6eYkAAAAJ,University of Texas at San Antonio
1019559511479954574,gz-6ugcAAAAJ,University of Georgia
1019559511479954574,roY9L1oAAAAJ,University of Kansas
10195758154557966692,cLssJjcAAAAJ,University of Texas at Arlington
10196074024588237069,8EDHmYkAAAAJ,University of Southern California
10196160137606563590,h6h5FdoAAAAJ,University of Pennsylvania
10196206251725313843,nq85o3QAAAAJ,University of Southern California
10196223049020093629,a8jIPIkAAAAJ,Massachusetts Institute of Technology
10196798450352333241,hIq09eUAAAAJ,Carnegie Mellon University
10197222006936732675,wic7YpkAAAAJ,University of Texas at San Antonio
10197606646956840007,dtaR0JYAAAAJ,University of Massachusetts Lowell
10198874996168413769,C6Pd5zoAAAAJ,University of California - San Diego
10198874996168413769,E0NwK2AAAAAJ,University of Texas at Austin
10198874996168413769,H3wb878AAAAJ,University of California - San Diego
10199009991408854131,k0E68OgAAAAJ,Univ. of Colorado Colorado Springs
10199110861729366013,vzfO5TwAAAAJ,Duke University
10199122167543585736,FBIbhGoAAAAJ,Stony Brook University
10199366280048345230,lazJixIAAAAJ,Princeton University
1019960653726469301,zGSP_osAAAAJ,Univ. of Illinois at Urbana-Champaign
10199616900152595454,2s9_ZWgAAAAJ,Univ. of Illinois at Urbana-Champaign
10199616900152595454,xe0eVksAAAAJ,Duke University
10199789311830584261,xj8uYUUAAAAJ,University of Georgia
10199856020717947375,19kNRU0AAAAJ,University of Pennsylvania
10199924438731051874,DDxFvcIAAAAJ,University of Washington
10199938671206983394,nv-MV58AAAAJ,University of Pennsylvania
10199946947622757737,ncxi_G4AAAAJ,University of Pennsylvania
10200432202724460300,eCXMUQEAAAAJ,University of California - Riverside
10200793109432081889,ybVTEEkAAAAJ,Northeastern University
10201187037705218890,EVaSxlkAAAAJ,University of Houston
10201226045893296215,0pdOqkQAAAAJ,Case Western Reserve University
1020128701602190981,SRFswxMAAAAJ,Kansas State University
10201334849895123920,0zZnyMEAAAAJ,Massachusetts Institute of Technology
10201334849895123920,NJ9c4ygAAAAJ,Massachusetts Institute of Technology
10202299849553420609,ND0FM6EAAAAJ,Massachusetts Institute of Technology
10202908905437352262,vIqWvgwAAAAJ,Yale University
1020307913702529568,FaOZ6EMAAAAJ,University of Utah
10203459863041619719,Gih-kpUAAAAJ,IUPUI
10203586883276194158,pImSVwoAAAAJ,Massachusetts Institute of Technology
10204276849538976282,RBuoCYEAAAAJ,Columbia University
10204358402782261121,NFdG-GMAAAAJ,University of California - San Diego
10204524069667118576,gyvpAroAAAAJ,University of Rochester
10204835753662248810,5f3w1p0AAAAJ,Florida State University
10205155733192465146,00M1AqQAAAAJ,University of California - Berkeley
10205454849172253829,f6terwoAAAAJ,University of Maryland - College Park
10205454849172253829,I9Vzs-4AAAAJ,University of Maryland - College Park
10205922251171097814,_adL2C8AAAAJ,Carnegie Mellon University
10206622405465540870,4rPcoCEAAAAJ,Wayne State University
1020710139811282399,AopgnHAAAAAJ,Yale University
10207286757196909086,AcTDG6IAAAAJ,University of Minnesota
10207324475471803116,G5I0JlwAAAAJ,Florida State University
10208872714332265657,5tcfuXMAAAAJ,University of Wisconsin - Madison
10211605387204135024,JaAonb0AAAAJ,Brandeis University
10211656026186943932,3MzhkFIAAAAJ,Columbia University
10212758089231139292,z4S5rC0AAAAJ,University of Washington
10212865018934060258,SVuYyQ4AAAAJ,Colorado School of Mines
10213961699429279378,Flmif3gAAAAJ,University of Texas at Dallas
10214221582322065269,SWqd2rgAAAAJ,Stanford University
10214222281535339060,a9BMHCoAAAAJ,University of Arkansas - Little Rock
10214337197397022563,nd8lQQIAAAAJ,Carnegie Mellon University
1021526577480171534,e6C_dHAAAAAJ,University of New Hampshire
10215583118040878132,vX45evgAAAAJ,Purdue University
10215585047835558739,4glkLD0AAAAJ,University of Maryland - College Park
10216653248395329751,MegF9mYAAAAJ,University of Nebraska - Omaha
10217017237017187318,zlzK-v0AAAAJ,Arizona State University
10219178998709229885,fH_ea0kAAAAJ,Indiana University
10219287292452956215,4O-rMYEAAAAJ,University of Michigan
10219320499536916378,2vZ5zRQAAAAJ,Carnegie Mellon University
10219430337985672790,DxoenfgAAAAJ,Columbia University
10219620797012747690,Q9DsCL4AAAAJ,Brigham Young University
10219620797012747690,u38Uv3QAAAAJ,University of Tennessee
10219620797012747690,XY4ky-YAAAAJ,Brigham Young University
1021976291989033513,DWKoeW0AAAAJ,Washington University in St. Louis
1021976291989033513,ZtQVZawAAAAJ,University of Colorado Boulder
10220417099861395677,L1pb8GUAAAAJ,University of Rochester
10220673296498784617,KTzRHmwAAAAJ,Northeastern University
10221446527440335794,pOh1as0AAAAJ,University of Maryland - College Park
1022159840435300088,3PkyzawAAAAJ,University of Georgia
10222476670858468379,BaI7l8QAAAAJ,University of Wisconsin - Madison
10222851554890947803,JtTsVAkAAAAJ,University of Tulsa
10222869662375650477,83gsCFsAAAAJ,Wayne State University
10223264895320002942,2oSSsLYAAAAJ,University of Chicago
10224030599718983730,0FAQfO4AAAAJ,University of Connecticut
10224030599718983730,UzCRNJwAAAAJ,Georgia State University
10224529118078317384,dJ-fD-sAAAAJ,Indiana University
10224529118078317384,T_O6pjEAAAAJ,University of Virginia
10225028199798381243,VBXG4CwAAAAJ,University of California - Los Angeles
10225982005760629183,PGyMqU0AAAAJ,Worcester Polytechnic Institute
1022687659078752065,SKVnHakAAAAJ,University of Michigan
10227035762674799207,xTvNYN8AAAAJ,Purdue University
10227035762674799207,y5J0h7gAAAAJ,University of Michigan
10227179810482169638,RUP4S68AAAAJ,Princeton University
10227338931416982506,AHh8JssAAAAJ,Northeastern University
10227338931416982506,VxWLGyoAAAAJ,Northeastern University
10227647598213050008,a-qMWpwAAAAJ,University of Michigan
10228004834474942209,vth4SIcAAAAJ,University of California - Davis
10228181850675976251,nhpEPFgAAAAJ,Northwestern University
10228496381979197683,Ybf7jtwAAAAJ,CUNY
10228648694975158801,a959F6AAAAAJ,Princeton University
10228756486245149250,5oWxowoAAAAJ,University of Nevada
10229553785577745273,Y063_CIAAAAJ,Stony Brook University
10229932876610106893,qyPWUBcAAAAJ,Carnegie Mellon University
10230014729353184206,9mIBxkMAAAAJ,Northeastern University
10230138036806445400,4glkLD0AAAAJ,University of Maryland - College Park
10230207950443612473,36HRdqMAAAAJ,Carnegie Mellon University
10230207950443612473,6YU6_QoAAAAJ,Carnegie Mellon University
10230532598168976649,HzxnwocAAAAJ,Pennsylvania State University
10230818854084888647,JxG7a6sAAAAJ,Louisiana State University - Baton Rouge
10231013022949502366,qTVj7nwAAAAJ,University of California - San Diego
10231413511523192934,kEM42bEAAAAJ,Naval Postgraduate School
10231441720688974051,yvvjnhIAAAAJ,Vanderbilt University
10231452338021356875,h6h5FdoAAAAJ,University of Pennsylvania
10231515969549764996,3EfsOvYAAAAJ,Purdue University
10233010351728853857,fKESO6sAAAAJ,University of Arizona
10233124484328063183,_nyTrU0AAAAJ,University of California - Riverside
10233210506921798861,QryTRHAAAAAJ,Stony Brook University
10233403835375561019,llF8XbMAAAAJ,University of Texas at Dallas
10233800782691208876,_mRgp6cAAAAJ,University of Nevada Las Vegas
10234520939375924857,pKuBFaQAAAAJ,University of California - Los Angeles
10234998695899011508,BtpxluIAAAAJ,Johns Hopkins University
10235138747337210937,vuKTnnsAAAAJ,Washington University in St. Louis
10235188499535225326,3qPiYJoAAAAJ,Massachusetts Institute of Technology
10235312297641510375,PjCDBjIAAAAJ,Princeton University
1023563000593122720,Yn-Lm_QAAAAJ,University of Wisconsin - Madison
10235703092340209295,MEt-KIwAAAAJ,Florida State University
10235970343370540015,5Aut7EEAAAAJ,University of California - San Diego
10235982717353703180,1fEZ_osAAAAJ,University of Florida
10236400059021275,2XCryp4AAAAJ,Carnegie Mellon University
10236400059021275,H4UeZ2MAAAAJ,Carnegie Mellon University
10236400059021275,zg29qGEAAAAJ,University of Michigan
10237534397246100538,Wlq5rZEAAAAJ,University of Texas at Austin
10238298925634310034,1Ed4HYUAAAAJ,College of William and Mary
10238435668508498240,JIJGu30AAAAJ,Univ. of Illinois at Urbana-Champaign
10238563071750007532,V22Gj30AAAAJ,Univ. of Illinois at Urbana-Champaign
10239602224405792571,kDkH9UkAAAAJ,University of Wisconsin - Madison
10239630243238776677,LoXnMOIAAAAJ,Virginia Tech
1023985182909231011,ZvY6VHsAAAAJ,Rice University
10239974482782569173,6s2hs3oAAAAJ,Duke University
10240047120849903264,vlgs4G4AAAAJ,University of Washington
10240388576454086406,MbF6rTEAAAAJ,University of Minnesota
10240833900909568981,GPIB5kUAAAAJ,Northeastern University
10240972960484382176,msTpxlsAAAAJ,University of Illinois at Chicago
10241180141320929341,nXBQn7gAAAAJ,Boston University
10241381920912726084,jq8VoFkAAAAJ,University of Illinois at Chicago
10241381920912726084,SQ1eGN4AAAAJ,University of Maryland - College Park
10241748656924206209,4FQXSP8AAAAJ,University of Southern California
10241756949889497706,fi4HWW8AAAAJ,Ohio University
10241853051084021047,bt2wk9EAAAAJ,University of California - Irvine
10243160679485557788,h9t7KCcAAAAJ,University of California - Irvine
10243796195011255739,IJECSdkAAAAJ,University of Massachusetts Amherst
10243899436405271558,IEHo6YcAAAAJ,North Carolina State University
10244235376722728205,Q9DsCL4AAAAJ,Brigham Young University
10244235376722728205,u38Uv3QAAAAJ,University of Tennessee
10244235376722728205,XY4ky-YAAAAJ,Brigham Young University
1024456746067933712,RoGOW9AAAAAJ,University at Buffalo
1024458455495651780,QrS2y5sAAAAJ,University of Notre Dame
10244848447695262203,540aJY8AAAAJ,Stevens Institute of Technology
10245295083922368988,4C9naMgAAAAJ,University of California - Los Angeles
10245295083922368988,7m5-SfEAAAAJ,Harvard University
10245295083922368988,Qf4bw4UAAAAJ,Massachusetts Institute of Technology
10245295083922368988,S5sz8gIAAAAJ,Stanford University
10246043798160971847,A5D1DF4AAAAJ,North Carolina State University
10246066945202252810,cA28Zs0AAAAJ,Univ. of Illinois at Urbana-Champaign
10246101903710511396,bY5WiJIAAAAJ,Northwestern University
10246218755240289371,3siz6_0AAAAJ,Rutgers University
10246258765731603956,bcXjlqYAAAAJ,Carnegie Mellon University
10246258765731603956,rzwHnAcAAAAJ,University of California - Davis
10246633792507409332,Ezrt3pkAAAAJ,Brown University
10248134711719360714,duOys3YAAAAJ,Cornell University
10248406474147375593,sCL2jBcAAAAJ,Purdue University
1024888507965963362,Um2XpzkAAAAJ,University of Houston
10249037329175752376,NByrsK0AAAAJ,Washington University in St. Louis
10249436379888331258,14rruLUAAAAJ,Drexel University
10249730909330608144,hma0WFAAAAAJ,University of Washington
10249790361596536599,CeieiIgAAAAJ,University of California - San Diego
10250572751656016521,9-i5_74AAAAJ,CUNY
10250885176000166061,D6ptFeMAAAAJ,University of California - Davis
10250905251390178849,pp848fYAAAAJ,Virginia Tech
102510778705583144,q387AywAAAAJ,University of Central Florida
10252129127033251782,dShqnssAAAAJ,Vanderbilt University
10253792556916137396,9OukeycAAAAJ,Yale University
10254367153647495894,YhKZXtcAAAAJ,Florida Atlantic University
10254404784443589301,AqGa3-MAAAAJ,University of North Texas
10254516276537257340,PXCKvVgAAAAJ,University of Tennessee
1025514262396419640,I1EvjZsAAAAJ,Stanford University
10255586025134002340,017pCpkAAAAJ,University of Pittsburgh
10255624675837578608,16posrQAAAAJ,University of Texas at Austin
10256006570163869578,jTivVMEAAAAJ,University of Pennsylvania
10256228548693751836,Wp38QQYAAAAJ,Massachusetts Institute of Technology
10256945609435042948,vXQdb5kAAAAJ,University of Pennsylvania
10257239248568824416,2vQRGrYAAAAJ,Massachusetts Institute of Technology
10257239248568824416,thZJZaYAAAAJ,University of Washington
1025771886485512107,6zq-c5cAAAAJ,University of Louisiana - Lafayette
10257788077540872398,Ft9MrIoAAAAJ,University of North Carolina
10258057264591928065,UVGe0gQAAAAJ,University of California - Los Angeles
10258773835848396621,CG56DzcAAAAJ,Rochester Institute of Technology
10258827467226749259,7MOW-j4AAAAJ,University of Maryland - College Park
10258912158611207831,jTivVMEAAAAJ,University of Pennsylvania
10258912158611207831,swFWoHwAAAAJ,University of Wisconsin - Madison
10259730318900547916,_4EISRwAAAAJ,University of Washington
10259730318900547916,OLa9EKsAAAAJ,Northwestern University
10260010468849074790,XUhsCZwAAAAJ,University of California - Riverside
10260035271935562840,_e3QL94AAAAJ,University of California - San Diego
10260489127334406190,_fiHvDAAAAAJ,University of California - Berkeley
10261830057689764598,ymCi4oEAAAAJ,Indiana University
10262096850018346300,jG2EBooAAAAJ,Florida International University
10262498100436735977,0XV1sFsAAAAJ,University of Texas at Austin
10262577212893641427,-0LFOnYAAAAJ,University of Texas - El Paso
10262577212893641427,nLgg388AAAAJ,University of Virginia
10262727242347182664,pGz5U34AAAAJ,Stevens Institute of Technology
10262965177579597162,enjXdH4AAAAJ,Emory University
