Konstantinos Karydis,University of California - Riverside
Konstantinos Mamouras,Rice University
Kostadin Damevski,Virginia Commonwealth University
Kostas Alexis,University of Nevada
Kostas Daniilidis,University of Pennsylvania
Kostas E. Bekris,Rutgers University
Koushik Sen,University of California - Berkeley
Kris Hauser,Univ. of Illinois at Urbana-Champaign
Krishna Kant,Temple University
Krishna M. Kavi,University of North Texas
Krishna V. Palem,Rice University
Krishnendu Chakrabarty,Duke University
Kristen Brent Venable,Tulane University
Kristen Shinohara,Rochester Institute of Technology
Kristen Walcott-Justice,Univ. of Colorado Colorado Springs
Kristian J. Hammond,Northwestern University
Kristin J. Dana,Rutgers University
Kristofer S. J. Pister,University of California - Berkeley
Kristy Elizabeth Boyer,North Carolina State University
Krste Asanovic,University of California - Berkeley
Krys J. Kochut,University of Georgia
Krzysztof Z. Gajos,Harvard University
K. Selçuk Candan,Arizona State University
Kunal Agrawal,Washington University in St. Louis
Kunle Olukotun,Stanford University
Kun Zhang 0001,Carnegie Mellon University
Kuo Chen,University of Southern Mississippi
Kurt Keutzer,University of California - Berkeley
Kurt Luther,Virginia Tech
Kurt Rohloff,NJIT
Kurt VanLehn,Arizona State University
K. V. Rashmi,Carnegie Mellon University
Kwang-Sung Jun,University of Arizona
Kwan-Liu Ma,University of California - Davis
Kyle C. Hale,Illinois Institute of Technology
Kyle Fox,University of Texas at Dallas
Kyle Jamieson,Princeton University
Kyoung-Don Kang,Binghamton University
Kyu Hyung Lee,University of Georgia
Kyumin Lee,Utah State University
Kyungim Baek,University of Hawaii at Manoa
Ladislau Bölöni,University of Central Florida
Ladislav Kavan,University of Utah
Lakshmish Ramaswamy,University of Georgia
Lance Fortnow,Illinois Institute of Technology
Lance Williams,University of New Mexico
Lane A. Hemaspaandra,University of Rochester
Lane Harrison,Worcester Polytechnic Institute
Lannan Luo,University of South Carolina
Lan Wang,University of Memphis
Lap-Fai Yu,George Mason University
Larry Carter,University of California - San Diego
Larry F. Hodges,Clemson University
Larry Kerschberg,George Mason University
Larry L. Peterson,University of Arizona
Larry S. Davis,University of Maryland - College Park
Larry Smarr,University of California - San Diego
Lars Ruthotto,Emory University
László Babai,University of Chicago
László Egri,Indiana State University
Latifur Khan,University of Texas at Dallas
Laura A. Dabbish,Carnegie Mellon University
Laura Dietz,University of New Hampshire
Laura E. Brown,Michigan Technological University
Laura K. Dillon,Michigan State University
Laura M. Haas,University of Massachusetts Amherst
Laurent D. Michel,University of Connecticut
Laurent El Ghaoui,University of California - Berkeley
Laurent Itti,University of Southern California
Laurent Lessard,University of Wisconsin - Madison
Lauren Wilcox,Georgia Institute of Technology
Laurie A. Williams,North Carolina State University
Lav R. Varshney,Univ. of Illinois at Urbana-Champaign
Lawrence Birnbaum,Northwestern University
Lawrence Chung,University of Texas at Dallas
Lawrence Hunter,University of Colorado Boulder
Lawrence J. Henschen,Northwestern University
Lawrence K. Saul,University of California - San Diego
Lawrence L. Larmore,University of Nevada Las Vegas
Lawrence Rauchwerger,Texas A&M University
Lawson L. S. Wong,Northeastern University
Laxmikant V. Kalé,Univ. of Illinois at Urbana-Champaign
Laxmi N. Bhuyan,University of California - Riverside
Layne T. Watson,Virginia Tech
L. Darrell Whitley,Colorado State University
Leah Findlater,University of Washington
Leana Golubchik,University of Southern California
Leandros Tassiulas,Yale University
Lee A. Hollaar,University of Utah
Lee D. Coraor,Pennsylvania State University
Leen-Kiat Soh,University of Nebraska
Le Gruenwald,University of Oklahoma
Le Guan,University of Georgia
Leilani Battle,University of Maryland - College Park
Lein Harn,University of Missouri - Kansas City
Lei Xie 0006,CUNY
Lei Yu 0001,Binghamton University
Lenhart K. Schubert,University of Rochester
Lenore Blum,Carnegie Mellon University
Lenore Cowen,Tufts University
Lenwood S. Heath,Virginia Tech
Leo Bachmair,Stony Brook University
Leonard J. Schulman,California Institute of Technology
Leonard M. Adleman,University of Southern California
Leonard McMillan,University of North Carolina
Leonardo Bobadilla,Florida International University
Leonard Pitt,Univ. of Illinois at Urbana-Champaign
Leonid A. Levin,Boston University
Leonidas Fegaras,University of Texas at Arlington
Leonidas J. Guibas,Stanford University
Leonid Gurvits,CUNY
Leonid Reyzin,Boston University
Leslie G. Valiant,Harvard University
Leslie Pack Kaelbling,Massachusetts Institute of Technology
Le Song,Georgia Institute of Technology
Leszek Lilien,Western Michigan University
Levent Burak Kara,Carnegie Mellon University
Lev Reyzin,University of Illinois at Chicago
Leysia Palen,University of Colorado Boulder
Liang Huang 0001,Oregon State University
LiGuo Huang,Southern Methodist University
Lihao Xu,Wayne State University
Lijun Chen 0001,University of Colorado Boulder
Lijun Yin,Binghamton University
Li Liao,University of Delaware
Lili Qiu,University of Texas at Austin
Lillian Lee,Cornell University
Liming Cai,University of Georgia
Linda G. Shapiro,University of Washington
Linda R. Petzold,University of California - Santa Barbara
Lindsey Kuper,University of California - Santa Cruz
Lingjia Tang,University of Michigan
Ling Liu 0001,Georgia Institute of Technology
Lingming Zhang,University of Texas at Dallas
Ling-Qi Yan,University of California - Santa Barbara
Ling Wang,Nova Southeastern University
Linhai Song,Pennsylvania State University
Linh Thi Xuan Phan,University of Pennsylvania
Lining Yao,Carnegie Mellon University
Lin Tan 0001,Purdue University
Linwei Wang,Rochester Institute of Technology
Lin Zhong 0001,Yale University
Lior Pachter,California Institute of Technology
Li-Ping Liu,Tufts University
Lipyeow Lim,University of Hawaii at Manoa
Liqiang Wang,University of Central Florida
Lirong Xia,Rensselaer Polytechnic Institute
Lisa Anthony,University of Florida
Li-San Wang,University of Pennsylvania
Lisa Singh,Georgetown University
Lisa Wu,Duke University
Lise Getoor,University of California - Santa Cruz
Lisong Xu,University of Nebraska
Liting Hu,Florida International University
Liuba Shrira,Brandeis University
Li Xiao 0001,Michigan State University
Lixia Zhang 0001,University of California - Los Angeles
Li Xiong 0001,Emory University
Li-Yang Tan,Stanford University
Li Yang,Western Michigan University
Lizhong Chen,Oregon State University
L. Jean Camp,Indiana University
Long Cheng 0005,Clemson University
Longin Jan Latecki,Temple University
Long Lu,Northeastern University
Lonnie R. Welch,Ohio University
Loren G. Terveen,University of Minnesota
Loren Schwiebert,Wayne State University
Lorenzo Alvisi,Cornell University
Lorenzo Orecchia,University of Chicago
Lorie Loeb,Dartmouth College
Lorie M. Liebrock,New Mexico Tech
Lori L. Pollock,University of Delaware
Loris D'Antoni,University of Wisconsin - Madison
Lorne Olfman,Claremont Graduate University
Lorrie Faith Cranor,Carnegie Mellon University
Louis I. Steinberg,Rutgers University
Louis-Philippe Morency,Carnegie Mellon University
L. Ridgway Scott,University of Chicago
Luay Nakhleh,Rice University
Lubomir F. Bic,University of California - Irvine
Luca Daniel,Massachusetts Institute of Technology
Luca de Alfaro,University of California - Santa Cruz
Luca P. Carloni,Columbia University
Luca Trevisan,University of California - Berkeley
Luc Longpré,University of Texas - El Paso
Lu Feng 0001,University of Virginia
Luis Ceze,University of Washington
Luis Gravano,Columbia University
Lui Sha,Univ. of Illinois at Urbana-Champaign
Luís Pina,University of Illinois at Chicago
Luis Rademacher,Ohio State University
Luis von Ahn,Carnegie Mellon University
Lujo Bauer,Carnegie Mellon University
Lukasz A. Kurgan,Virginia Commonwealth University
Lukasz Ziarek,University at Buffalo
Luke N. Olson,Univ. of Illinois at Urbana-Champaign
Luqi,Naval Postgraduate School
Lu Su,University at Buffalo
Lu Wang 0008,Northeastern University
Luyi Xing,Indiana University
Lydia B. Chilton,Columbia University
Lydia E. Kavraki,Rice University
Lydia Tapia,University of New Mexico
Lyle H. Ungar,University of Pennsylvania
Lynne E. Parker,University of Tennessee
Madalina Fiterau,University of Massachusetts Amherst
Madeleine Udell,Cornell University
Madhav V. Marathe,University of Virginia
Madhur Behl,University of Virginia
Madhur Tulsiani,TTI Chicago
Madhu Sudan,Harvard University
Madhusudhan Govindaraju,Binghamton University
Magda El Zarki,University of California - Irvine
Magdalena Balazinska,University of Washington
Magy Seif El-Nasr,Northeastern University
Mahadevan Subramaniam,University of Nebraska - Omaha
Mahadev Satyanarayanan,Carnegie Mellon University
Mahalingam Ramkumar,Mississippi State University
Mahanth Gowda,Pennsylvania State University
Mahdi Abdelguerfi,University of New Orleans
Mahdi Cheraghchi,University of Michigan
Mahdi Nazm Bojnordi,University of Utah
Mahesh Viswanathan 0001,Univ. of Illinois at Urbana-Champaign
Mahmut T. Kandemir,Pennsylvania State University
Mahsa Mirzargar,University of Miami
Mainak Chatterjee,University of Central Florida
Maithilee Kunda,Vanderbilt University
Mai Zheng,New Mexico State University
Maja J. Mataric,University of Southern California
Majid Sarrafzadeh,University of California - Los Angeles
Majid Zamani,University of Colorado Boulder
Malik Magdon-Ismail,Rensselaer Polytechnic Institute
Malte F. Jung,Cornell University
Malte Schwarzkopf,Brown University
Malvina Nissim,University of Groningen
Maneesh Agrawala,Stanford University
Manfred Huber,University of Texas at Arlington
Manfred K. Warmuth,University of California - Santa Cruz
Mani B. Srivastava,University of California - Los Angeles
Mani Golparvar Fard,Univ. of Illinois at Urbana-Champaign
Manish Parashar,Rutgers University
Manish Singh 0001,Rutgers University
Manmohan Krishna Chandraker,University of California - San Diego
Manolis Kellis,Massachusetts Institute of Technology
Manos Antonakakis,Georgia Institute of Technology
Manos Athanassoulis,Boston University
Manos Kapritsos,University of Michigan
Manuel Blum 0001,Carnegie Mellon University
Manuel E. Bermudez,University of Florida
Manuel Egele,Boston University
Manu Sridharan,University of California - Riverside
Manya Ghobadi,Massachusetts Institute of Technology
Marc Niethammer,University of North Carolina
Marco Aurélio Gerosa,Northern Arizona University
Marco Brocanelli,Wayne State University
Marco Caccamo,Univ. of Illinois at Urbana-Champaign
Marco Gaboardi,Boston University
Marco Gruteser,Rutgers University
Marc Olano,Univ. of Maryland - Baltimore County
Marco Levorato,University of California - Irvine
Marco Serafini,University of Massachusetts Amherst
Marco Valtorta,University of South Carolina
Marco Wiering,University of Groningen
Marc Pomplun,University of Massachusetts Boston
Marc Snir,Univ. of Illinois at Urbana-Champaign
Marcus A. Maloof,Georgetown University
Marcus Schaefer,DePaul University
Marek Chrobak,University of California - Riverside
Marek Petrik,University of New Hampshire
Margaret Martonosi,Princeton University
Margaret M. Burnett,Oregon State University
Margrit Betke,Boston University
Maria-Florina Balcan,Carnegie Mellon University
Maria Gorlatova,Duke University
Maria Hybinette,University of Georgia
Maria L. Gini,University of Minnesota
Maria Soledad Pera,Boise State University
Marie desJardins,Univ. of Maryland - Baltimore County
Marilyn A. Walker,University of California - Santa Cruz
Marina Blanton,University at Buffalo
Marina Kogan,University of Utah
Marine Carpuat,University of Maryland - College Park
Marios C. Papaefthymiou,University of Michigan
Marius Zimand,Towson University
Mariya Zheleva,University at Albany - SUNY
Mark A. Finlayson,Florida International University
Mark Braverman,Princeton University
Mark Craven,University of Wisconsin - Madison
Mark Crovella,Boston University
Mark D. Corner,University of Massachusetts Amherst
Mark D. Gross,University of Colorado Boulder
Mark D. Hill,University of Wisconsin - Madison
Mark D. M. Leiserson,University of Maryland - College Park
Mark Dredze,Johns Hopkins University
Mark Grechanik,University of Illinois at Chicago
Mark Guzdial,University of Michigan
Mark Hasegawa-Johnson,Univ. of Illinois at Urbana-Champaign
Mark Heinrich,University of Central Florida
Mark Horowitz,Stanford University
Mark J. Clement,Brigham Young University
Mark Jones,Portland State University
Mark K. Goldberg,Rensselaer Polytechnic Institute
Mark Liberman,University of Pennsylvania
Marko B. Popovic,Worcester Polytechnic Institute
Mark O. Riedl,Georgia Institute of Technology
Mark Oskin,University of Washington
Mark S. Ackerman,University of Michigan
Mark Smotherman,Clemson University
Markus Schneider 0001,University of Florida
Mark W. Newman,University of Michigan
Mark Zhandry,Princeton University
Marouane Kessentini,University of Michigan-Dearborn
Marshini Chetty,University of Chicago
Marten van Dijk,University of Connecticut
Martha A. Kim,Columbia University
Martha E. Pollack,University of Michigan
Martha Palmer,University of Colorado Boulder
Marti A. Hearst,University of California - Berkeley
Martial Hebert,Carnegie Mellon University
Martina A. Rau,University of Wisconsin - Madison
Martin Berzins,University of Utah
Martin C. Rinard,Massachusetts Institute of Technology
Martin D. F. Wong,Univ. of Illinois at Urbana-Champaign
Martin Erwig,Oregon State University
Martin Farach-Colton,Rutgers University
Martin Fürer,Pennsylvania State University
Martin Hardwick,Rensselaer Polytechnic Institute
Martin J. Wainwright,University of California - Berkeley
Martin Strauss 0001,University of Michigan
Martin Styner,University of North Carolina
Martin Tompa,University of Washington
Mart Molle,University of California - Riverside
Marty Humphrey,University of Virginia
Marvin Minsky,Massachusetts Institute of Technology
Mary Jane Irwin,Pennsylvania State University
Mary Lou Soffa,University of Virginia
Marynel Vázquez,Yale University
Mary Shaw,Carnegie Mellon University
Mary W. Hall,University of Utah
Mary Wootters,Stanford University
Masaaki Mizuno,Kansas State University
Matei Zaharia,Stanford University
Mathias Kölsch,Naval Postgraduate School
Mathieu Desbrun,California Institute of Technology
Mats Per Erik Heimdahl,University of Minnesota
Matt Bishop,University of California - Davis
Matt Blaze,Georgetown University
Matteo Cimini,University of Massachusetts Lowell
Matt Fredrikson,Carnegie Mellon University
Matt Gibson 0001,University of Texas at San Antonio
Matthew B. Dwyer,University of Virginia
Matthew Caesar,Univ. of Illinois at Urbana-Champaign
Matthew C. Gombolay,Georgia Institute of Technology
Matthew D. Sinclair,University of Wisconsin - Madison
Matthew Flatt,University of Utah
Matthew Fluet,Rochester Institute of Technology
Matthew Green 0001,Johns Hopkins University
Matthew Hicks,Virginia Tech
Matthew J. Patitz,University of Arkansas
Matthew Kay,University of Michigan
Matthew K. Farrens,University of California - Davis
Matthew K. Franklin,University of California - Davis
Matthew O'Toole,Carnegie Mellon University
Matthew P. Johnson,CUNY
Matthew R. Guthaus,University of California - Santa Cruz
Matthew R. Walter,TTI Chicago
Matthew S. Goodwin,Northeastern University
Matthew Stone,Rutgers University
Matthew T. Mason,Carnegie Mellon University
Matthew Turk,University of California - Santa Barbara
Matthew Wright 0001,Rochester Institute of Technology
Matthias Felleisen,Northeastern University
Matthias F. Stallmann,North Carolina State University
Matthias Scheutz,Tufts University
Matthias Zwicker,University of Maryland - College Park
Matt Huenerfauth,Rochester Institute of Technology
Mattia Fazzini,University of Minnesota
Matt W. Mutka,Michigan State University
Maurice Herlihy,Brown University
Max H. Garzon,University of Memphis
Maxim Likhachev,Carnegie Mellon University
Max Mintz,University of Pennsylvania
Max M. Shulaker,Massachusetts Institute of Technology
Max Schuchard,University of Tennessee
Maya Cakmak,University of Washington
Mayank Goel,Carnegie Mellon University
Mayur Naik,University of Pennsylvania
Md. Endadul Hoque,Syracuse University
Meenakshisundaram Gopi,University of California - Irvine
Meera Sitharam,University of Florida
Mehdi Bagherzadeh,Oakland University
Mehdi Mirakhorli,Rochester Institute of Technology
Mehmet Celenk,Ohio University
Mehmet C. Vuran,University of Nebraska
Mehmet E. Belviranli,Colorado School of Mines
Mehmet Hadi Gunes,Stevens Institute of Technology
Mehmet Koyutürk,Case Western Reserve University
Mehmet M. Dalkilic,Indiana University
Mehran Sahami,Stanford University
Mehrdad Mahdavi,Pennsylvania State University
Mei-Hwa Chen,University at Albany - SUNY
Melanie E. Moses,University of New Mexico
Melanie Mitchell,Portland State University
Melissa Mazmanian,University of California - Irvine
Melody Moore Jackson,Georgia Institute of Technology
Melvin A. Breuer,University of Southern California
Mendel Rosenblum,Stanford University
M. Engin Tozal,University of Louisiana - Lafayette
Meng Jiang 0001,University of Notre Dame
Mengjun Xie,University of Arkansas - Little Rock
Merrick L. Furst,Georgia Institute of Technology
Mesrob I. Ohannessian,University of Illinois at Chicago
M. Frans Kaashoek,Massachusetts Institute of Technology
Miao Jin,University of Louisiana - Lafayette
Miaomiao Zhang,Washington University in St. Louis
Micah Beck,University of Tennessee
Micah Sherr,Georgetown University
Michael A. Bender,Stony Brook University
Michael A. Erdmann,Carnegie Mellon University
Michael A. Forbes,Univ. of Illinois at Urbana-Champaign
Michael A. Gennert,Worcester Polytechnic Institute
Michael A. Goodrich,Brigham Young University
Michael A. Jenkins,Queen’s University
Michael A. Langston,University of Tennessee
Michael Albert,University of Virginia
Michael A. McRobbie,Indiana University
Michael Bailey,Univ. of Illinois at Urbana-Champaign
Michael B. Dillencourt,University of California - Irvine
Michael Bedford Taylor,University of Washington
Michael Carbin,Massachusetts Institute of Technology
Michael Chertkov,University of Arizona
Michael C. Huang,University of Rochester
Michael C. Hughes,Tufts University
Michael C. Mozer,University of Colorado Boulder
Michael Collins 0001,Columbia University
Michael D. Bond,Ohio State University
Michael D. Ekstrand,Boise State University
Michael D. Ernst,University of Washington
Michael Dinitz,Johns Hopkins University
Michael D. Jones,Brigham Young University
Michael D. Smith 0001,Harvard University
Michael Eisenberg,University of Colorado Boulder
Michael E. Kress,CUNY
Michael E. Saks,Rutgers University
Michael Ferdman,Stony Brook University
Michael Franz,University of California - Irvine
Michael F. Spear,Lehigh University
Michael G. Dyer,University of California - Los Angeles
Michael Gelfond,Texas Tech University
Michael Gleicher,University of Wisconsin - Madison
Michael Gowanlock,Northern Arizona University
Michael Gribskov,Purdue University
Michael Ian Shamos,Carnegie Mellon University
Michael I. Jordan,University of California - Berkeley
Michael J. Cafarella,University of Michigan
Michael J. Carey 0001,University of California - Irvine
Michael J. Fischer,Yale University
Michael J. Franklin,University of Chicago
Michael J. Freedman,Princeton University
Michael J. Laszlo,Nova Southeastern University
Michael J. Lewis,Binghamton University
Michael J. Mior,Rochester Institute of Technology
Michael J. O'Donnell,University of Chicago
Michael J. Paul,University of Colorado Boulder
Michael J. Pazzani,University of California - Riverside
Michael J. Wozny,Rensselaer Polytechnic Institute
Michael Kearns,University of Pennsylvania
Michael Kifer,Stony Brook University
Michael K. Reiter,University of North Carolina
Michael L. Best,Georgia Institute of Technology
Michael L. Fredman,Rutgers University
Michael L. Littman,Brown University
Michael L. Scott,University of Rochester
Michael Maire,University of Chicago
Michael Mandel,CUNY
Michael Mascagni,Florida State University
Michael Mitzenmacher,Harvard University
Michael M. Kazhdan,Johns Hopkins University
Michael M. Swift,University of Wisconsin - Madison
Michael Nebeling,University of Michigan
Michael Neff,University of California - Davis
Michael N. Gubanov,Florida State University
Michael N. Huhns,University of South Carolina
Michael O. Rabin,Harvard University
Michael Posa,University of Pennsylvania
Michael P. Wellman,University of Michigan
Michael Rabinovich,Case Western Reserve University
Michael R. Brent,Washington University in St. Louis
Michael R. Genesereth,Stanford University
Michael R. Jantz,University of Tennessee
Michael Rubenstein,Northwestern University
Michael S. Bernstein,Stanford University
Michael S. Branicky,University of Kansas
Michael S. Gashler,University of Arkansas
Michael S. Horn,Northwestern University
Michael S. Lewicki,Case Western Reserve University
Michael S. Ryoo,Stony Brook University
Michael S. Waterman,University of Southern California
Michael T. Goodrich,University of California - Irvine
Michael T. Niemier,University of Notre Dame
Michael W. Berry,University of Tennessee
Michael W. Hicks,University of Maryland - College Park
Michael W. Mislove,Tulane University
Michael W. Otte,University of Maryland - College Park
Michael Zink,University of Massachusetts Amherst
Micha Hofri,Worcester Polytechnic Institute
Michalis Faloutsos,University of California - Riverside
Michalis Polychronakis,Stony Brook University
Michal Young,University of Oregon
Michel A. Kinsy,University of Oregon
Michelangelo Grigni,Emory University
Michela Taufer,University of Delaware
Michele Benzi,Emory University
Michelle Borkin,Northeastern University
Michelle Ichinco,University of Massachusetts Lowell
Michelle L. Mazurek,University of Maryland - College Park
Michelle Mills Strout,University of Arizona
Mihaela van der Schaar,University of California - Los Angeles
Mihai Pop,University of Maryland - College Park
Mihai Surdeanu,University of Arizona
Mihalis Yannakakis,Columbia University
Mihir Bellare,University of California - San Diego
Mihran Tuceryan,IUPUI
Mike Burmester,Florida State University
Mike O'Leary,Towson University
Mike P. Wittie,Montana State University
Mike Rosulek,Oregon State University
Mikhail Belkin,Ohio State University
Mikhail J. Atallah,Purdue University
Milena Mihail,Georgia Institute of Technology
Milind Kulkarni 0001,Purdue University
Milind Tambe,University of Southern California
Milos D. Ercegovac,University of California - Los Angeles
Milos Hauskrecht,University of Pittsburgh
Milos Prvulovic,Georgia Institute of Technology
Milos Zefran,University of Illinois at Chicago
Min Chi,North Carolina State University
Ming C. Lin,University of Maryland - College Park
Ming-Deh A. Huang,University of Southern California
Ming Dong,Wayne State University
Mingfu Shao,Pennsylvania State University
Mingming Fan 0001,Rochester Institute of Technology
Ming-Yang Kao,Northwestern University
Mingyan Liu,University of Michigan
Ming Yin,Purdue University
Ming Zhao 0002,Arizona State University
Minh Hoai Nguyen,Stony Brook University
Min-Hyung Choi,University of Colorado - Denver
Minlan Yu,Harvard University
Min Shin,UNC - Charlotte
Miodrag Potkonjak,University of California - Los Angeles
Mircea Nicolescu,University of Nevada
Mircea Teodorescu,University of California - Santa Cruz
Mirek Riedewald,Northeastern University
Mirela Alistar,University of Colorado Boulder
Miriah D. Meyer,University of Utah
Miron Livny,University of Wisconsin - Madison
Miryung Kim,University of California - Los Angeles
Misha Pavel,Northeastern University
Mitch Cherniack,Brandeis University
Mitchell A. Thornton,Southern Methodist University
Mitchell P. Marcus,University of Pennsylvania
Mitchell Wand,Northeastern University
Mitsunori Ogihara,University of Miami
Mi Zhang 0002,Michigan State University
Mladen A. Vouk,North Carolina State University
Mohamed Abouelenien,University of Michigan-Dearborn
Mohamed F. Mokbel,University of Minnesota
Mohamed F. Younis,Univ. of Maryland - Baltimore County
Mohamed G. Gouda,University of Texas at Austin
Mohamed Sarwat,Arizona State University
Mohamed Wiem Mkaouer,Rochester Institute of Technology
Mohamed Y. Eltabakh,Worcester Polytechnic Institute
Mohammad Abdullah Al Faruque,University of California - Irvine
Mohammad A. Islam 0001,University of Texas at Arlington
Mohammad Al Hasan,IUPUI
Mohammad Alizadeh,Massachusetts Institute of Technology
Mohammad Amin Alipour,University of Houston
Mohammad Mahmoody,University of Virginia
Mohammad Sadoghi,University of California - Davis
Mohammad Taghi Hajiaghayi,University of Maryland - College Park
Mohammad Zubair,Old Dominion University
Mohammed E. Hoque,University of Rochester
Mohammed El-Kebir,Univ. of Illinois at Urbana-Champaign
Mohammed J. Zaki,Rensselaer Polytechnic Institute
Mohan Kumar,Rochester Institute of Technology
Mohit Bansal,University of North Carolina
Mohit Gupta 0001,University of Wisconsin - Madison
Mohit Iyyer,University of Massachusetts Amherst
Mohsen Lesani,University of California - Riverside
Moinuddin K. Qureshi,Georgia Institute of Technology
Momotaz Begum,University of New Hampshire
Mona Singh 0001,Princeton University
Mona T. Diab,George Washington University
Mongi A. Abidi,University of Tennessee
Monica Anderson,The University of Alabama
Monica Brockmeyer,Wayne State University
Monica N. Nicolescu,University of Nevada
Monica S. Lam,Stanford University
Montek Singh,University of North Carolina
Mooi Choo Chuah,Lehigh University
Morgan Vigil-Hayes,Northern Arizona University
Mor Harchol-Balter,Carnegie Mellon University
Moritz Hardt,University of California - Berkeley
Mor Naaman,Cornell University
Morteza Dehghani,University of Southern California
Moses Charikar,Stanford University
Mo Sha 0001,Binghamton University
Mosharaf Chowdhury,University of Michigan
Moshe Y. Vardi,Rice University
Mostafa H. Ammar,Georgia Institute of Technology
Mridul Aanjaneya,Rutgers University
Mubarak Shah,University of Central Florida
Mubbasir Kapadia,Rutgers University
Muhammad Naveed 0001,University of Southern California
Muhammad Salman Asif,University of California - Riverside
Muhammad Shahzad,North Carolina State University
Mukul S. Bansal,University of Connecticut
Munindar P. Singh,North Carolina State University
Munmun De Choudhury,Georgia Institute of Technology
Murali Annavaram,University of Southern California
Murat Arcak,University of California - Berkeley
Murat Demirbas,University at Buffalo
Murat Dundar,IUPUI
Murat Kantarcioglu,University of Texas at Dallas
Muriel Médard,Massachusetts Institute of Technology
Murtuza Jadliwala,University of Texas at San Antonio
Mustafa Bilgic 0001,Illinois Institute of Technology
Mustaque Ahamad,Georgia Institute of Technology
Muthuramakrishnan Venkitasubramaniam,University of Rochester
Mu Zhang,University of Utah
Myoungkyu Song,University of Nebraska - Omaha
Myra B. Cohen,Iowa State University
My T. Thai,University of Florida
Nada Amin,Harvard University
Nadia Heninger,University of California - San Diego
Nadia Polikarpova,University of California - San Diego
Nael B. Abu-Ghazaleh,University of California - Riverside
Naftaly H. Minsky,Rutgers University
Naghmeh Karimi,Univ. of Maryland - Baltimore County
Nagiza F. Samatova,North Carolina State University
Nalini Venkatasubramanian,University of California - Irvine
"name","dept"
Na Meng,Virginia Tech
Nam Nguyen,Towson University
Nam Wook Kim,Boston College
Nancy A. Lynch,Massachusetts Institute of Technology
Nancy J. Nersessian,Georgia Institute of Technology
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign
Nancy S. Pollard,Carnegie Mellon University
Nan Niu,University of Cincinnati
Nan Zhang 0004,Pennsylvania State University
Naomi Ehrich Leonard,Princeton University
Naomi Feldman,University of Maryland - College Park
Naphtali Rishe,Florida International University
Narain H. Gehani,NJIT
Narayanan Vijaykrishnan,Pennsylvania State University
Naren Ramakrishnan,Virginia Tech
Narges Mahyar,University of Massachusetts Amherst
Narsingh Deo,University of Central Florida
Nasser M. Nasrabadi,West Virginia University
Natalie Parde,University of Illinois at Chicago
Nate Foster,Cornell University
Nathan Beckmann,Carnegie Mellon University
Nathan Dautenhahn,Rice University
Nathan D. Cahill,Rochester Institute of Technology
Nathan Fisher,Wayne State University
Nathan Schneider,Georgetown University
Nathan Srebro,TTI Chicago
Naveen Sharma,Rochester Institute of Technology
Nazli Goharian,Georgetown University
Ndapandula Nakashole,University of California - San Diego
Neal E. Young,University of California - Riverside
Neelam Soundarajan,Ohio State University
Neeraj Mittal,University of Texas at Dallas
Neil C. Rowe,Naval Postgraduate School
Neil Immerman,University of Massachusetts Amherst
Neil Spring,University of Maryland - College Park
Neil T. Dantam,Colorado School of Mines
Neil T. Heffernan,Worcester Polytechnic Institute
Neil V. Murray,University at Albany - SUNY
Nelly Fazio,CUNY
Nelson L. Max,University of California - Davis
Nematollah Batmanghelich,University of Pittsburgh
Nenad Medvidovic,University of Southern California
Neng-Fa Zhou,CUNY
Ness B. Shroff,Ohio State University
N. Hari Narayanan,Auburn University
Nian-Feng Tzeng,University of Louisiana - Lafayette
Nianwen Xue,Brandeis University
Nicholas Hopper,University of Minnesota
Nicholas Mattei,Tulane University
Nicholas Ruozzi,University of Texas at Dallas
Nicholas S. Flann,Utah State University
Nick Feamster,University of Chicago
Nick G. Duffield,Texas A&M University
Nick McKeown,Stanford University
Nick Nikiforakis,Stony Brook University
Nickolai Zeldovich,Massachusetts Institute of Technology
Nick Roussopoulos,University of Maryland - College Park
Nicola Dell,Cornell University
Nicolas Christin,Carnegie Mellon University
Nicoleta Roman,Ohio State University
Niels da Vitoria Lobo,University of Central Florida
Niels Taatgen,University of Groningen
Nigel Ward,University of Texas - El Paso
Nihar B. Shah,Carnegie Mellon University
Nika Haghtalab,Cornell University
Nikil D. Dutt,University of California - Irvine
Nikita Borisov,Univ. of Illinois at Urbana-Champaign
Niklas Elmqvist,University of Maryland - College Park
Nikola Banovic,University of Michigan
Nikolaos Hardavellas,Northwestern University
Nikolaos Papanikolopoulos,University of Minnesota
Nikolaus Correll,University of Colorado Boulder
Nikos Chrisochoides,Old Dominion University
Nikos Triandopoulos,Stevens Institute of Technology
Nilanjan Banerjee,Univ. of Maryland - Baltimore County
Nils Napp,University at Buffalo
Nilufer Onder,Michigan Technological University
Nima Honarmand,Stony Brook University
Nima Khademi Kalantari,Texas A&M University
Nina Amenta,University of California - Davis
Ninghui Li,Purdue University
Ning Xie 0002,Florida International University
Ning Zhang 0017,Washington University in St. Louis
Niranjan Balasubramanian,Stony Brook University
Nirnimesh Ghose,University of Nebraska
Nir Shavit,Massachusetts Institute of Technology
Nirupam Roy,University of Maryland - College Park
Nir Yosef,University of California - Berkeley
Nisar R. Ahmed,University of Colorado Boulder
Nisheeth K. Vishnoi,Yale University
Nitesh Saxena,University of Alabama - Birmingham
